Fecha y Hora,Presión
(año/mes/día hora:minuto:segundo),(PSI)
2015/02/09 17:14:57,14.2
2015/02/09 17:15:08,15.2
2015/02/09 17:15:19,15.3
2015/02/09 17:15:29,13.8
2015/02/09 17:15:40,12.7
2015/02/09 17:15:50,12.9
2015/02/09 17:16:01,13.8
2015/02/09 17:16:12,13.8
2015/02/09 17:16:22,14.1
2015/02/09 17:16:33,14.5
2015/02/09 17:16:43,13.8
2015/02/09 17:16:54,13.8
2015/02/09 17:17:05,13.6
2015/02/09 17:17:15,14.4
2015/02/09 17:17:26,15.0
2015/02/09 17:17:36,14.7
2015/02/09 17:17:47,15.0
2015/02/09 17:17:58,14.4
2015/02/09 17:18:08,13.5
2015/02/09 17:18:19,13.9
2015/02/09 17:18:29,13.2
2015/02/09 17:18:40,14.1
2015/02/09 17:18:50,13.1
2015/02/09 17:19:01,13.8
2015/02/09 17:19:11,13.3
2015/02/09 17:19:22,12.4
2015/02/09 17:19:33,14.2
2015/02/09 17:19:43,13.9
2015/02/09 17:19:54,13.3
2015/02/09 17:20:04,13.2
2015/02/09 17:20:15,13.2
2015/02/09 17:20:25,13.3
2015/02/09 17:20:36,14.1
2015/02/09 17:20:47,13.6
2015/02/09 17:20:57,13.6
2015/02/09 17:21:08,13.9
2015/02/09 17:21:18,14.1
2015/02/09 17:21:29,14.2
2015/02/09 17:21:39,14.1
2015/02/09 17:21:50,14.4
2015/02/09 17:22:01,14.7
2015/02/09 17:22:11,13.6
2015/02/09 17:22:22,14.0
2015/02/09 17:22:32,14.4
2015/02/09 17:22:43,14.2
2015/02/09 17:22:53,14.1
2015/02/09 17:23:04,14.1
2015/02/09 17:23:14,14.4
2015/02/09 17:23:25,14.4
2015/02/09 17:23:36,13.8
2015/02/09 17:23:46,14.1
2015/02/09 17:23:57,13.8
2015/02/09 17:24:07,14.1
2015/02/09 17:24:18,13.8
2015/02/09 17:24:28,13.6
2015/02/09 17:24:39,13.2
2015/02/09 17:24:50,13.8
2015/02/09 17:25:00,13.6
2015/02/09 17:25:11,13.4
2015/02/09 17:25:21,13.8
2015/02/09 17:25:32,13.5
2015/02/09 17:25:42,13.0
2015/02/09 17:25:53,13.3
2015/02/09 17:26:03,12.9
2015/02/09 17:26:14,12.9
2015/02/09 17:26:25,12.4
2015/02/09 17:26:35,13.0
2015/02/09 17:26:46,12.7
2015/02/09 17:26:56,12.4
2015/02/09 17:27:07,11.5
2015/02/09 17:27:17,12.7
2015/02/09 17:27:28,12.8
2015/02/09 17:27:39,12.5
2015/02/09 17:27:49,12.6
2015/02/09 17:28:00,12.4
2015/02/09 17:28:10,12.8
2015/02/09 17:28:21,12.7
2015/02/09 17:28:31,12.4
2015/02/09 17:28:42,12.6
2015/02/09 17:28:53,12.7
2015/02/09 17:29:03,12.7
2015/02/09 17:29:14,12.5
2015/02/09 17:29:24,12.7
2015/02/09 17:29:35,12.1
2015/02/09 17:29:45,12.1
2015/02/09 17:29:56,12.4
2015/02/09 17:30:07,12.4
2015/02/09 17:30:17,12.5
2015/02/09 17:30:28,11.6
2015/02/09 17:30:38,11.8
2015/02/09 17:30:49,12.1
2015/02/09 17:30:59,12.2
2015/02/09 17:31:10,12.1
2015/02/09 17:31:21,12.1
2015/02/09 17:31:31,12.3
2015/02/09 17:31:42,12.1
2015/02/09 17:31:52,11.9
2015/02/09 17:32:03,11.7
2015/02/09 17:32:13,12.0
2015/02/09 17:32:24,11.7
2015/02/09 17:32:34,11.1
2015/02/09 17:32:45,11.5
2015/02/09 17:32:56,11.3
2015/02/09 17:33:06,11.3
2015/02/09 17:33:17,11.8
2015/02/09 17:33:27,11.8
2015/02/09 17:33:38,11.0
2015/02/09 17:33:48,11.4
2015/02/09 17:33:59,11.6
2015/02/09 17:34:10,11.2
2015/02/09 17:34:20,10.9
2015/02/09 17:34:31,11.2
2015/02/09 17:34:41,11.1
2015/02/09 17:34:52,10.5
2015/02/09 17:35:02,10.7
2015/02/09 17:35:13,11.2
2015/02/09 17:35:23,10.5
2015/02/09 17:35:34,10.4
2015/02/09 17:35:45,10.6
2015/02/09 17:35:55,11.0
2015/02/09 17:36:06,11.4
2015/02/09 17:36:16,11.5
2015/02/09 17:36:27,11.4
2015/02/09 17:36:38,11.0
2015/02/09 17:36:48,10.4
2015/02/09 17:36:59,10.1
2015/02/09 17:37:09,9.5
2015/02/09 17:37:20,9.6
2015/02/09 17:37:31,9.1
2015/02/09 17:37:41,8.7
2015/02/09 17:37:52,9.3
2015/02/09 17:38:02,9.8
2015/02/09 17:38:13,9.4
2015/02/09 17:38:23,10.2
2015/02/09 17:38:34,10.3
2015/02/09 17:38:45,9.5
2015/02/09 17:38:55,8.8
2015/02/09 17:39:06,9.5
2015/02/09 17:39:16,9.5
2015/02/09 17:39:27,9.4
2015/02/09 17:39:37,9.5
2015/02/09 17:39:48,9.3
2015/02/09 17:39:58,9.3
2015/02/09 17:40:09,9.3
2015/02/09 17:40:20,9.0
2015/02/09 17:40:30,9.0
2015/02/09 17:40:41,9.0
2015/02/09 17:40:51,8.8
2015/02/09 17:41:02,8.8
2015/02/09 17:41:12,8.4
2015/02/09 17:41:23,8.4
2015/02/09 17:41:34,8.4
2015/02/09 17:41:44,9.8
2015/02/09 17:41:55,9.5
2015/02/09 17:42:05,9.3
2015/02/09 17:42:16,9.3
2015/02/09 17:42:26,9.3
2015/02/09 17:42:37,9.5
2015/02/09 17:42:47,9.5
2015/02/09 17:42:58,9.5
2015/02/09 17:43:09,9.5
2015/02/09 17:43:19,9.3
2015/02/09 17:43:30,9.2
2015/02/09 17:43:40,9.3
2015/02/09 17:43:51,9.5
2015/02/09 17:44:01,9.7
2015/02/09 17:44:12,9.0
2015/02/09 17:44:23,9.6
2015/02/09 17:44:33,9.3
2015/02/09 17:44:44,9.3
2015/02/09 17:44:54,9.3
2015/02/09 17:45:05,9.3
2015/02/09 17:45:15,8.7
2015/02/09 17:45:26,8.3
2015/02/09 17:45:36,8.1
2015/02/09 17:45:47,8.8
2015/02/09 17:45:58,9.0
2015/02/09 17:46:08,8.3
2015/02/09 17:46:19,8.2
2015/02/09 17:46:29,7.9
2015/02/09 17:46:40,8.3
2015/02/09 17:46:50,8.4
2015/02/09 17:47:01,7.3
2015/02/09 17:47:12,7.6
2015/02/09 17:47:22,8.1
2015/02/09 17:47:33,7.7
2015/02/09 17:47:43,7.9
2015/02/09 17:47:54,7.8
2015/02/09 17:48:04,7.8
2015/02/09 17:48:15,7.9
2015/02/09 17:48:25,7.6
2015/02/09 17:48:36,8.1
2015/02/09 17:48:47,7.9
2015/02/09 17:48:57,8.1
2015/02/09 17:49:08,7.8
2015/02/09 17:49:18,7.9
2015/02/09 17:49:29,7.3
2015/02/09 17:49:39,8.1
2015/02/09 17:49:50,8.1
2015/02/09 17:50:00,8.1
2015/02/09 17:50:11,7.9
2015/02/09 17:50:22,8.0
2015/02/09 17:50:32,7.9
2015/02/09 17:50:43,7.8
2015/02/09 17:50:53,7.0
2015/02/09 17:51:04,7.6
2015/02/09 17:51:15,7.5
2015/02/09 17:51:25,8.3
2015/02/09 17:51:36,7.9
2015/02/09 17:51:46,7.8
2015/02/09 17:51:57,7.3
2015/02/09 17:52:07,7.6
2015/02/09 17:52:18,7.2
2015/02/09 17:52:29,7.3
2015/02/09 17:52:39,7.5
2015/02/09 17:52:50,7.6
2015/02/09 17:53:00,7.4
2015/02/09 17:53:11,7.3
2015/02/09 17:53:21,7.0
2015/02/09 17:53:32,7.3
2015/02/09 17:53:42,7.4
2015/02/09 17:53:53,7.3
2015/02/09 17:54:04,7.2
2015/02/09 17:54:14,7.2
2015/02/09 17:54:25,7.1
2015/02/09 17:54:35,6.7
2015/02/09 17:54:46,7.2
2015/02/09 17:54:56,7.0
2015/02/09 17:55:07,7.3
2015/02/09 17:55:17,7.3
2015/02/09 17:55:28,7.3
2015/02/09 17:55:39,6.7
2015/02/09 17:55:49,7.2
2015/02/09 17:56:00,7.3
2015/02/09 17:56:11,7.3
2015/02/09 17:56:21,7.6
2015/02/09 17:56:32,7.6
2015/02/09 17:56:42,7.8
2015/02/09 17:56:53,7.3
2015/02/09 17:57:03,7.4
2015/02/09 17:57:14,7.8
2015/02/09 17:57:25,7.8
2015/02/09 17:57:35,7.7
2015/02/09 17:57:46,7.8
2015/02/09 17:57:56,7.7
2015/02/09 17:58:07,7.4
2015/02/09 17:58:17,7.4
2015/02/09 17:58:28,7.0
2015/02/09 17:58:38,7.0
2015/02/09 17:58:49,7.5
2015/02/09 17:59:00,7.6
2015/02/09 17:59:10,7.5
2015/02/09 17:59:21,7.2
2015/02/09 17:59:31,7.3
2015/02/09 17:59:42,7.4
2015/02/09 17:59:52,7.4
2015/02/09 18:00:03,7.2
2015/02/09 18:00:14,7.2
2015/02/09 18:00:24,7.0
2015/02/09 18:00:35,7.4
2015/02/09 18:00:45,7.4
2015/02/09 18:00:56,7.3
2015/02/09 18:01:06,7.3
2015/02/09 18:01:17,7.3
2015/02/09 18:01:27,7.3
2015/02/09 18:01:38,6.8
2015/02/09 18:01:49,7.0
2015/02/09 18:01:59,7.3
2015/02/09 18:02:10,7.4
2015/02/09 18:02:20,7.3
2015/02/09 18:02:31,7.5
2015/02/09 18:02:41,6.7
2015/02/09 18:02:52,6.7
2015/02/09 18:03:02,6.7
2015/02/09 18:03:13,6.8
2015/02/09 18:03:24,6.5
2015/02/09 18:03:34,6.6
2015/02/09 18:03:45,6.6
2015/02/09 18:03:55,6.5
2015/02/09 18:04:06,6.1
2015/02/09 18:04:16,6.6
2015/02/09 18:04:27,6.4
2015/02/09 18:04:38,6.6
2015/02/09 18:04:48,7.2
2015/02/09 18:04:59,7.5
2015/02/09 18:05:09,7.8
2015/02/09 18:05:20,7.8
2015/02/09 18:05:30,7.4
2015/02/09 18:05:41,8.1
2015/02/09 18:05:51,7.8
2015/02/09 18:06:02,8.0
2015/02/09 18:06:13,8.0
2015/02/09 18:06:23,7.8
2015/02/09 18:06:34,7.6
2015/02/09 18:06:44,7.7
2015/02/09 18:06:55,8.1
2015/02/09 18:07:05,7.7
2015/02/09 18:07:16,7.2
2015/02/09 18:07:26,7.8
2015/02/09 18:07:37,7.6
2015/02/09 18:07:48,7.8
2015/02/09 18:07:58,7.6
2015/02/09 18:08:09,7.6
2015/02/09 18:08:19,7.6
2015/02/09 18:08:30,7.6
2015/02/09 18:08:40,7.6
2015/02/09 18:08:51,7.6
2015/02/09 18:09:02,7.6
2015/02/09 18:09:12,7.3
2015/02/09 18:09:23,7.2
2015/02/09 18:09:33,7.3
2015/02/09 18:09:44,7.7
2015/02/09 18:09:54,7.6
2015/02/09 18:10:05,7.6
2015/02/09 18:10:15,7.7
2015/02/09 18:10:26,7.3
2015/02/09 18:10:37,7.6
2015/02/09 18:10:47,7.5
2015/02/09 18:10:58,7.8
2015/02/09 18:11:08,8.1
2015/02/09 18:11:19,8.1
2015/02/09 18:11:29,8.0
2015/02/09 18:11:40,8.3
2015/02/09 18:11:50,7.6
2015/02/09 18:12:01,7.8
2015/02/09 18:12:12,7.5
2015/02/09 18:12:22,7.5
2015/02/09 18:12:33,7.0
2015/02/09 18:12:43,7.0
2015/02/09 18:12:54,7.5
2015/02/09 18:13:05,7.3
2015/02/09 18:13:15,7.6
2015/02/09 18:13:26,8.0
2015/02/09 18:13:36,8.1
2015/02/09 18:13:47,7.8
2015/02/09 18:13:57,7.6
2015/02/09 18:14:08,7.9
2015/02/09 18:14:18,8.3
2015/02/09 18:14:29,8.4
2015/02/09 18:14:40,8.6
2015/02/09 18:14:50,8.5
2015/02/09 18:15:01,7.0
2015/02/09 18:15:11,7.7
2015/02/09 18:15:22,7.6
2015/02/09 18:15:33,7.3
2015/02/09 18:15:43,7.4
2015/02/09 18:15:54,7.7
2015/02/09 18:16:04,7.6
2015/02/09 18:16:15,7.4
2015/02/09 18:16:26,7.0
2015/02/09 18:16:36,8.1
2015/02/09 18:16:47,7.6
2015/02/09 18:16:57,7.4
2015/02/09 18:17:08,7.8
2015/02/09 18:17:18,8.1
2015/02/09 18:17:29,7.4
2015/02/09 18:17:39,8.5
2015/02/09 18:17:50,8.4
2015/02/09 18:18:01,8.0
2015/02/09 18:18:11,7.6
2015/02/09 18:18:22,7.4
2015/02/09 18:18:32,7.6
2015/02/09 18:18:43,7.3
2015/02/09 18:18:53,7.1
2015/02/09 18:19:04,7.3
2015/02/09 18:19:14,7.2
2015/02/09 18:19:25,7.4
2015/02/09 18:19:36,7.5
2015/02/09 18:19:46,7.7
2015/02/09 18:19:57,8.6
2015/02/09 18:20:07,9.0
2015/02/09 18:20:18,9.9
2015/02/09 18:20:28,10.2
2015/02/09 18:20:39,10.1
2015/02/09 18:20:49,10.4
2015/02/09 18:21:00,10.4
2015/02/09 18:21:11,11.3
2015/02/09 18:21:21,11.8
2015/02/09 18:21:32,9.7
2015/02/09 18:21:42,9.0
2015/02/09 18:21:53,8.7
2015/02/09 18:22:03,8.2
2015/02/09 18:22:14,8.4
2015/02/09 18:22:25,7.3
2015/02/09 18:22:35,6.5
2015/02/09 18:22:46,7.0
2015/02/09 18:22:56,7.6
2015/02/09 18:23:07,7.0
2015/02/09 18:23:17,6.5
2015/02/09 18:23:28,7.3
2015/02/09 18:23:38,7.7
2015/02/09 18:23:49,7.5
2015/02/09 18:24:00,7.3
2015/02/09 18:24:10,7.1
2015/02/09 18:24:21,7.4
2015/02/09 18:24:31,7.2
2015/02/09 18:24:42,7.3
2015/02/09 18:24:52,7.8
2015/02/09 18:25:03,7.0
2015/02/09 18:25:13,7.5
2015/02/09 18:25:24,7.2
2015/02/09 18:25:35,7.3
2015/02/09 18:25:45,7.6
2015/02/09 18:25:56,7.5
2015/02/09 18:26:06,7.7
2015/02/09 18:26:17,7.7
2015/02/09 18:26:27,7.6
2015/02/09 18:26:38,8.1
2015/02/09 18:26:49,7.9
2015/02/09 18:26:59,7.9
2015/02/09 18:27:10,8.0
2015/02/09 18:27:20,8.2
2015/02/09 18:27:31,8.1
2015/02/09 18:27:41,8.1
2015/02/09 18:27:52,7.8
2015/02/09 18:28:02,7.6
2015/02/09 18:28:13,8.7
2015/02/09 18:28:24,8.4
2015/02/09 18:28:34,8.6
2015/02/09 18:28:45,8.7
2015/02/09 18:28:55,8.9
2015/02/09 18:29:06,8.4
2015/02/09 18:29:16,9.0
2015/02/09 18:29:27,9.2
2015/02/09 18:29:37,9.4
2015/02/09 18:29:48,9.0
2015/02/09 18:29:59,9.3
2015/02/09 18:30:09,9.3
2015/02/09 18:30:20,9.1
2015/02/09 18:30:30,9.0
2015/02/09 18:30:41,9.4
2015/02/09 18:30:51,9.5
2015/02/09 18:31:02,9.4
2015/02/09 18:31:12,9.4
2015/02/09 18:31:23,9.5
2015/02/09 18:31:34,9.8
2015/02/09 18:31:44,9.6
2015/02/09 18:31:55,9.6
2015/02/09 18:32:05,9.5
2015/02/09 18:32:16,9.6
2015/02/09 18:32:26,9.5
2015/02/09 18:32:37,9.5
2015/02/09 18:32:48,9.5
2015/02/09 18:32:58,9.5
2015/02/09 18:33:09,9.4
2015/02/09 18:33:19,9.5
2015/02/09 18:33:30,9.3
2015/02/09 18:33:40,8.8
2015/02/09 18:33:51,8.5
2015/02/09 18:34:02,8.7
2015/02/09 18:34:12,8.7
2015/02/09 18:34:23,8.2
2015/02/09 18:34:33,8.6
2015/02/09 18:34:44,8.6
2015/02/09 18:34:54,8.6
2015/02/09 18:35:05,8.2
2015/02/09 18:35:16,8.8
2015/02/09 18:35:26,8.8
2015/02/09 18:35:37,8.7
2015/02/09 18:35:47,8.0
2015/02/09 18:35:58,7.8
2015/02/09 18:36:09,8.5
2015/02/09 18:36:19,8.4
2015/02/09 18:36:30,8.4
2015/02/09 18:36:40,8.3
2015/02/09 18:36:51,8.4
2015/02/09 18:37:01,8.8
2015/02/09 18:37:12,8.8
2015/02/09 18:37:22,9.0
2015/02/09 18:37:33,9.2
2015/02/09 18:37:44,9.3
2015/02/09 18:37:54,9.3
2015/02/09 18:38:05,9.4
2015/02/09 18:38:15,9.3
2015/02/09 18:38:26,9.6
2015/02/09 18:38:36,9.3
2015/02/09 18:38:47,9.1
2015/02/09 18:38:58,9.0
2015/02/09 18:39:08,9.0
2015/02/09 18:39:19,9.3
2015/02/09 18:39:29,9.3
2015/02/09 18:39:40,9.1
2015/02/09 18:39:50,8.8
2015/02/09 18:40:01,9.2
2015/02/09 18:40:11,9.1
2015/02/09 18:40:22,8.9
2015/02/09 18:40:33,8.7
2015/02/09 18:40:43,8.3
2015/02/09 18:40:54,8.6
2015/02/09 18:41:04,8.6
2015/02/09 18:41:15,8.6
2015/02/09 18:41:25,8.4
2015/02/09 18:41:36,8.7
2015/02/09 18:41:46,8.9
2015/02/09 18:41:57,8.7
2015/02/09 18:42:08,8.9
2015/02/09 18:42:18,9.0
2015/02/09 18:42:29,8.9
2015/02/09 18:42:39,8.8
2015/02/09 18:42:50,8.8
2015/02/09 18:43:00,8.9
2015/02/09 18:43:11,8.5
2015/02/09 18:43:21,8.4
2015/02/09 18:43:32,8.7
2015/02/09 18:43:43,8.6
2015/02/09 18:43:53,8.7
2015/02/09 18:44:04,8.7
2015/02/09 18:44:14,8.6
2015/02/09 18:44:25,8.7
2015/02/09 18:44:35,8.8
2015/02/09 18:44:46,8.4
2015/02/09 18:44:56,8.4
2015/02/09 18:45:07,8.2
2015/02/09 18:45:18,8.4
2015/02/09 18:45:28,8.4
2015/02/09 18:45:39,8.1
2015/02/09 18:45:49,8.2
2015/02/09 18:46:00,8.3
2015/02/09 18:46:10,8.3
2015/02/09 18:46:21,8.4
2015/02/09 18:46:31,8.5
2015/02/09 18:46:42,8.4
2015/02/09 18:46:53,8.0
2015/02/09 18:47:03,8.3
2015/02/09 18:47:14,8.4
2015/02/09 18:47:24,8.7
2015/02/09 18:47:35,7.7
2015/02/09 18:47:45,8.7
2015/02/09 18:47:56,8.9
2015/02/09 18:48:07,8.8
